[stream] event conversation_created {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{},"event_id":"b9300f22-f3ee-4fe3-b20e-5736ec092710","event_type":"conversation_created","sequence_number":7,"timestamp":"2026-04-06T21:59:55Z"}
use-conversation-stream.ts:83 [stream] event message_received {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"content":"hi friend. what can you help me do?"},"event_id":"5369a43f-943e-4724-a6c7-ec3bfca8986a","event_type":"message_received","sequence_number":8,"timestamp":"2026-04-06T22:00:04Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"**","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"852154c6-a9d6-4364-b179-8c13114f59e6","event_type":"response_chunk","sequence_number":134,"timestamp":"2026-04-06T22:00:09Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" and","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"02633306-fa0f-44bf-bdff-1b12445542dc","event_type":"response_chunk","sequence_number":135,"timestamp":"2026-04-06T22:00:09Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" extract","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"47d71981-f336-4950-a0cb-0a37303f8d58","event_type":"response_chunk","sequence_number":136,"timestamp":"2026-04-06T22:00:09Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" content","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"014357b1-0d69-422f-b1dc-488927808978","event_type":"response_chunk","sequence_number":137,"timestamp":"2026-04-06T22:00:09Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" for","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"292d007e-fd63-40b9-8b23-2733a134d44e","event_type":"response_chunk","sequence_number":138,"timestamp":"2026-04-06T22:00:09Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" research","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"8dcd8b43-abce-41c7-926e-2de036ff248d","event_type":"response_chunk","sequence_number":139,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"29cf0bc8-4cf6-4928-b797-df116f1cae5f","event_type":"response_chunk","sequence_number":140,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"175af6c5-d8d0-4c1a-8db4-09c3980da3ff","event_type":"response_chunk","sequence_number":141,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" **","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"3ceac64b-404d-4464-9c3f-71b0ec2aefcc","event_type":"response_chunk","sequence_number":142,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"Search","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"4626d6c3-06a9-41b2-ab39-c251bae6c3d1","event_type":"response_chunk","sequence_number":143,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" and","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"145de09a-3005-4125-abf2-17c721139cbd","event_type":"response_chunk","sequence_number":144,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" explore","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"4c101cc2-0b16-4f79-8594-4b85e81a5669","event_type":"response_chunk","sequence_number":145,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"**","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"9d5b377d-1080-4934-8c14-9d96f5b8378d","event_type":"response_chunk","sequence_number":146,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" code","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"27cc8baf-0bcf-4613-9e00-5035ba90b9bf","event_type":"response_chunk","sequence_number":147,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"bases","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"fd07c3d7-b654-4021-b235-b65a9e7e125c","event_type":"response_chunk","sequence_number":148,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" to","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"a1e02173-d333-4d8d-8c02-9281ccb72af5","event_type":"response_chunk","sequence_number":149,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" understand","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"ce232443-268f-4912-9cdb-403b1986721e","event_type":"response_chunk","sequence_number":150,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" how","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"b557228f-1ccf-48d8-ab9f-30a74caa1db5","event_type":"response_chunk","sequence_number":151,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" things","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"dd055dca-b252-4858-a0df-f3fd12be2945","event_type":"response_chunk","sequence_number":152,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" work","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"091d62d9-485c-40f9-8d12-fea9f5c8ca7b","event_type":"response_chunk","sequence_number":153,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"6ba793d5-fa5e-449d-8a4e-1e5107911796","event_type":"response_chunk","sequence_number":154,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"621fc6dd-56c0-4514-ad00-b9892bc53d0e","event_type":"response_chunk","sequence_number":155,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" **","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"ffd1ae4b-f4c2-4e88-adf4-53a1fbcf92cc","event_type":"response_chunk","sequence_number":156,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"Analyze","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"31b4a147-301a-46fb-904e-b8686bde544e","event_type":"response_chunk","sequence_number":157,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" files","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"ce3d9e9c-2c3c-495f-9907-da21213f8ad7","event_type":"response_chunk","sequence_number":158,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"**","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"b1b56da2-c57e-4133-ba46-3eb7c6877d23","event_type":"response_chunk","sequence_number":159,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" and","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"f363185a-8750-41c3-9068-c94167edc027","event_type":"response_chunk","sequence_number":160,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" summarize","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"08433a30-8f42-4dec-9879-1ca05d34fb21","event_type":"response_chunk","sequence_number":161,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" their","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"d990180b-979f-43bf-a557-25e543b15569","event_type":"response_chunk","sequence_number":162,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" contents","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"dfe7988f-2ed5-4fb3-89ba-b26cd8010f79","event_type":"response_chunk","sequence_number":163,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"\n\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"84cb96a6-6282-43cc-a6a6-7b208079261b","event_type":"response_chunk","sequence_number":164,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"##","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"e60b6e4b-c657-4e0e-bd3b-4a59b06ddf6b","event_type":"response_chunk","sequence_number":165,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" 🤖","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"2c4bca8c-8062-4bdb-a895-57282e1b82b1","event_type":"response_chunk","sequence_number":166,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" **","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"3896b738-29f4-4604-be0a-696bb59c8c35","event_type":"response_chunk","sequence_number":167,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"Aut","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"89bd9308-94cd-4e97-bb88-4d9b9ceaba7e","event_type":"response_chunk","sequence_number":168,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"onomous","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"5017d630-66b1-4dcb-b1f0-e91056e82831","event_type":"response_chunk","sequence_number":169,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" Task","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"507f372d-9956-41ce-96e6-8ff77c052c37","event_type":"response_chunk","sequence_number":170,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" Handling","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"a6c9306e-c4b7-4a55-8c75-e6972656abff","event_type":"response_chunk","sequence_number":171,"timestamp":"2026-04-06T22:00:10Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"**\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"8a2efd4f-3ee7-4321-847e-7bcf19f7901e","event_type":"response_chunk","sequence_number":172,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"aa023e2a-f1c5-47ce-b293-db6d74728948","event_type":"response_chunk","sequence_number":173,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" **","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"cc3885a2-9011-4ddf-acd5-cfed97e53690","event_type":"response_chunk","sequence_number":174,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"Delegate","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"14820995-2039-470d-99e0-c4c6490515af","event_type":"response_chunk","sequence_number":175,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" tasks","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"ef609070-055d-4a19-82bb-fbfe7fe68fc1","event_type":"response_chunk","sequence_number":176,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"**","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"46fb6773-0b1b-4d85-a2cf-07e0c6560a9e","event_type":"response_chunk","sequence_number":177,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" to","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"d9309c1d-e357-434d-9f23-7e4c28f07333","event_type":"response_chunk","sequence_number":178,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" specialized","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"69a92696-df6f-40c8-a845-63d09ffefb51","event_type":"response_chunk","sequence_number":179,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" agents","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"3065ab77-839d-4398-86f2-ecfdfea15142","event_type":"response_chunk","sequence_number":180,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" that","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"de9ad34a-479a-4ecc-b99c-e6c17cb7129c","event_type":"response_chunk","sequence_number":181,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" can","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"c71ccbdd-b5e3-4d03-ae35-f593d7eb0db1","event_type":"response_chunk","sequence_number":182,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" work","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"bf8addf7-749f-4645-b733-cdee0d7b7bb0","event_type":"response_chunk","sequence_number":183,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" in","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"2374524b-b301-4f20-8dc4-022a29d4acd9","event_type":"response_chunk","sequence_number":184,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" the","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"cbf69829-ecfe-4db0-a353-b76df82fb659","event_type":"response_chunk","sequence_number":185,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" background","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"f57ffb3d-105f-4176-9343-7feb2de9035b","event_type":"response_chunk","sequence_number":186,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"98c0c691-26e1-418e-a3fd-27b7aa731bcf","event_type":"response_chunk","sequence_number":187,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"a97681fc-9c9b-4d98-b8c2-2197878c16cf","event_type":"response_chunk","sequence_number":188,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" **","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"ba8944ec-dc94-406c-9282-08d165c6ba96","event_type":"response_chunk","sequence_number":189,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"Run","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"3ea352e0-3c58-42ff-bfb7-690779285e0a","event_type":"response_chunk","sequence_number":190,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" parallel","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"838e7e5b-6bec-422e-a2a8-22b09efee8a4","event_type":"response_chunk","sequence_number":191,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" tasks","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"573f1d04-50b7-47e9-811a-1087bdca5b76","event_type":"response_chunk","sequence_number":192,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"**","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"6e41902f-0aad-4f92-b639-1fb3df8244e4","event_type":"response_chunk","sequence_number":193,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" to","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"e024bb7c-5774-4acd-af79-c1b6d96d8c1e","event_type":"response_chunk","sequence_number":194,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" speed","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"5e8c65e9-38a6-41da-99af-b07a034c17e0","event_type":"response_chunk","sequence_number":195,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" up","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"61c3f1bb-279c-4d7d-a762-d90a6fd4f560","event_type":"response_chunk","sequence_number":196,"timestamp":"2026-04-06T22:00:11Z"}
